Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
spray-colorart-refletivo-permanente-300ml,Spray Colorart Refletivo Permanente - 300ml,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.</p><ul><li>Acabamento: Brilhante</li><li>Capacidade: 300ml</li></ul>",Colorart,Sprays,Sprays,TRUE,Cor,Padrão,spray-colorart-refletivo-permanente-300ml,,shopify,10,deny,manual,50.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/spray-colorart-refletivo-permanente-300ml.jpg,1,Spray Colorart Refletivo Permanente - 300ml,FALSE,Spray Colorart Refletivo Permanente - 300ml | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.",kg,active
spray-colorgin-arte-urbana-unidade,Spray Colorgin Arte Urbana UNIDADE,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.</p><ul><li>Acabamento: Brilhante</li></ul>",Colorgin,Sprays,Sprays,TRUE,Cor,Padrão,spray-colorgin-arte-urbana-unidade,,shopify,10,deny,manual,29.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/spray-colorgin-arte-urbana-unidade.jpg,1,Spray Colorgin Arte Urbana UNIDADE,FALSE,Spray Colorgin Arte Urbana UNIDADE | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.",kg,active
spray-paris-68-400ml,Spray Paris 68 400ML,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa. Cores aproximadas — a cor exata pode variar de tela pra tela.</p><ul><li>Cores: 3 cores</li><li>Acabamento: Brilhante</li><li>Capacidade: 400ml</li></ul>",Paris 68,Sprays,Sprays,TRUE,Cor,Azul Lolita,spray-paris-68-400ml-azul-lolita,,shopify,10,deny,manual,28.00,,TRUE,TRUE,,,Spray Paris 68 400ML,FALSE,Spray Paris 68 400ML | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa. Cores aproximadas — a cor e...",kg,active
spray-paris-68-400ml,,,,,,,,Preto Ribeirão Preto,spray-paris-68-400ml-preto-ribeirão-preto,,shopify,10,deny,manual,28.00,,TRUE,TRUE,,,,,,,,
spray-paris-68-400ml,,,,,,,,Violeta Paris,spray-paris-68-400ml-violeta-paris,,shopify,10,deny,manual,28.00,,TRUE,TRUE,,,,,,,,
spray-tekbond-preto-fosco-uso-geral-350ml,Spray TekBond - Preto Fosco (Uso geral) -  350ml,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.</p><ul><li>Acabamento: Fosco</li><li>Capacidade: 350ml</li></ul>",Tekbond,Sprays,Sprays,TRUE,Cor,Padrão,spray-tekbond-preto-fosco-uso-geral-350ml,,shopify,10,deny,manual,12.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/spray-tekbond-preto-fosco-uso-geral-350ml.jpg,1,Spray TekBond - Preto Fosco (Uso geral) -  350ml,FALSE,Spray TekBond - Preto Fosco (Uso geral) -  350ml | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.",kg,active
spray-tekbond-super-color-400ml,Spray TekBond Super Color -  400ml,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.</p><ul><li>Acabamento: Brilhante</li><li>Capacidade: 400ml</li></ul>",Tekbond,Sprays,Sprays,TRUE,Cor,Padrão,spray-tekbond-super-color-400ml,,shopify,10,deny,manual,18.90,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/spray-tekbond-super-color-400ml.jpg,1,Spray TekBond Super Color -  400ml,FALSE,Spray TekBond Super Color -  400ml | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.",kg,active
squeezer-metal-tip,Squeezer Metal Tip,"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Categoria: Squeezer</li></ul>",Dona Bomba,Squeezer,Squeezer,TRUE,Cor,Padrão,squeezer-metal-tip,,shopify,10,deny,manual,35.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/squeezer-metal-tip.jpg,1,Squeezer Metal Tip,FALSE,Squeezer Metal Tip | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
sta-acrylic-paint-azulre-cod-b303,Sta Acrylic Paint - Azulre cod B303,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-azulre-cod-b303,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-azulre-cod-b303.jpg,1,Sta Acrylic Paint - Azulre cod B303,FALSE,Sta Acrylic Paint - Azulre cod B303 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-black-cod-1000s,Sta Acrylic Paint - Black cod 1000S,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-black-cod-1000s,,shopify,10,deny,manual,20.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-black-cod-1000s.jpg,1,Sta Acrylic Paint - Black cod 1000S,FALSE,Sta Acrylic Paint - Black cod 1000S | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-bud-green-cod-g606,Sta Acrylic Paint - Bud Green cod G606,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-bud-green-cod-g606,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-bud-green-cod-g606.jpg,1,Sta Acrylic Paint - Bud Green cod G606,FALSE,Sta Acrylic Paint - Bud Green cod G606 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-cobalt-green-cod-b627,Sta Acrylic Paint - Cobalt Green cod B627,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-cobalt-green-cod-b627,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-cobalt-green-cod-b627.jpg,1,Sta Acrylic Paint - Cobalt Green cod B627,FALSE,Sta Acrylic Paint - Cobalt Green cod B627 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-deep-scarlet-red-cod-r108,Sta Acrylic Paint - Deep Scarlet Red cod R108,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-deep-scarlet-red-cod-r108,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-deep-scarlet-red-cod-r108.jpg,1,Sta Acrylic Paint - Deep Scarlet Red cod R108,FALSE,Sta Acrylic Paint - Deep Scarlet Red cod R108 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-esmerald-green-cod-g127,Sta Acrylic Paint - Esmerald Green cod G127,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-esmerald-green-cod-g127,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-esmerald-green-cod-g127.jpg,1,Sta Acrylic Paint - Esmerald Green cod G127,FALSE,Sta Acrylic Paint - Esmerald Green cod G127 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-gold-cod-m01,Sta Acrylic Paint - Gold cod M01,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-gold-cod-m01,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-gold-cod-m01.jpg,1,Sta Acrylic Paint - Gold cod M01,FALSE,Sta Acrylic Paint - Gold cod M01 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-light-aqua-cod-b802,Sta Acrylic Paint - Light Aqua cod B802,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-light-aqua-cod-b802,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-light-aqua-cod-b802.jpg,1,Sta Acrylic Paint - Light Aqua cod B802,FALSE,Sta Acrylic Paint - Light Aqua cod B802 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-lightning-yellow-cod-y107,Sta Acrylic Paint - Lightning Yellow cod Y107,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-lightning-yellow-cod-y107,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-lightning-yellow-cod-y107.jpg,1,Sta Acrylic Paint - Lightning Yellow cod Y107,FALSE,Sta Acrylic Paint - Lightning Yellow cod Y107 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-lilac-cod-r714,Sta Acrylic Paint - Lilac cod R714,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-lilac-cod-r714,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-lilac-cod-r714.jpg,1,Sta Acrylic Paint - Lilac cod R714,FALSE,Sta Acrylic Paint - Lilac cod R714 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-marigold-cod-y416,Sta Acrylic Paint - MariGold cod Y416,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-marigold-cod-y416,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-marigold-cod-y416.jpg,1,Sta Acrylic Paint - MariGold cod Y416,FALSE,Sta Acrylic Paint - MariGold cod Y416 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-napoleon-blue-cod-b028,Sta Acrylic Paint - Napoleon Blue cod B028,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-napoleon-blue-cod-b028,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-napoleon-blue-cod-b028.jpg,1,Sta Acrylic Paint - Napoleon Blue cod B028,FALSE,Sta Acrylic Paint - Napoleon Blue cod B028 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-rose-red-cod-r417,Sta Acrylic Paint - Rose Red cod R417,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-rose-red-cod-r417,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-rose-red-cod-r417.jpg,1,Sta Acrylic Paint - Rose Red cod R417,FALSE,Sta Acrylic Paint - Rose Red cod R417 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-shock-blue-cod-b215,Sta Acrylic Paint - Shock Blue cod B215,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-shock-blue-cod-b215,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-shock-blue-cod-b215.jpg,1,Sta Acrylic Paint - Shock Blue cod B215,FALSE,Sta Acrylic Paint - Shock Blue cod B215 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-silver-cod-m08,Sta Acrylic Paint - Silver cod M08,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-silver-cod-m08,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-silver-cod-m08.jpg,1,Sta Acrylic Paint - Silver cod M08,FALSE,Sta Acrylic Paint - Silver cod M08 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-toner-grey-cod-tg07,Sta Acrylic Paint - Toner Grey cod TG07,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-toner-grey-cod-tg07,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-toner-grey-cod-tg07.jpg,1,Sta Acrylic Paint - Toner Grey cod TG07,FALSE,Sta Acrylic Paint - Toner Grey cod TG07 | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
sta-acrylic-paint-white-cod-1000w,Sta Acrylic Paint - White cod 1000W,"<p>Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.</p><ul><li>Categoria: Canetas</li></ul>",STA,Canetas,Canetas,TRUE,Cor,Padrão,sta-acrylic-paint-white-cod-1000w,,shopify,10,deny,manual,20.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/sta-acrylic-paint-white-cod-1000w.jpg,1,Sta Acrylic Paint - White cod 1000W,FALSE,Sta Acrylic Paint - White cod 1000W | Dona Bomba,"Canetas e marcadores de tinta acrílica pra traço fino, tag e ilustração — ponta resistente e cores vibrantes.",kg,active
stencil-cap,Stencil Cap,<p>Válvulas e caps intercambiáveis pra controlar espessura e alcance do jato — do fat cap ao skinny.</p><ul><li>Categoria: Caps</li></ul>,Dona Bomba,Caps,Caps,TRUE,Cor,Padrão,stencil-cap,,shopify,10,deny,manual,20.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/stencil-cap.jpg,1,Stencil Cap,FALSE,Stencil Cap | Dona Bomba,Válvulas e caps intercambiáveis pra controlar espessura e alcance do jato — do fat cap ao skinny.,kg,active
tela-para-pintura-15x15-1-un,Tela para pintura 15x15 - 1 un,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Categoria: Fine Art</li></ul>",Dona Bomba,Fine Art,Fine Art,TRUE,Cor,Padrão,tela-para-pintura-15x15-1-un,,shopify,10,deny,manual,6.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/tela-para-pintura-15x15-1-un.jpg,1,Tela para pintura 15x15 - 1 un,FALSE,Tela para pintura 15x15 - 1 un | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
tela-para-pintura-30x30-1-un,Tela para pintura 30x30 - 1 un,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Categoria: Fine Art</li></ul>",Dona Bomba,Fine Art,Fine Art,TRUE,Cor,Padrão,tela-para-pintura-30x30-1-un,,shopify,10,deny,manual,25.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/tela-para-pintura-30x30-1-un.jpg,1,Tela para pintura 30x30 - 1 un,FALSE,Tela para pintura 30x30 - 1 un | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
tinta-a-oleo-oil-colors-classic-acrilex-37-ml,Tinta a Óleo - OIL COLORS CLASSIC ACRILEX - 37 ml,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Capacidade: 37ml</li></ul>",Acrilex,Fine Art,Fine Art,TRUE,Cor,Padrão,tinta-a-oleo-oil-colors-classic-acrilex-37-ml,,shopify,10,deny,manual,9.90,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/tinta-a-oleo-oil-colors-classic-acrilex-37-ml.jpg,1,Tinta a Óleo - OIL COLORS CLASSIC ACRILEX - 37 ml,FALSE,Tinta a Óleo - OIL COLORS CLASSIC ACRILEX - 37 ml | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
tinta-acrilica-acrylic-colors-acrilex-59ml-1-un,Tinta Acrílica - Acrylic Colors Acrilex 59ml - 1 Un,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Capacidade: 59ml</li></ul>",Acrilex,Fine Art,Fine Art,TRUE,Cor,Padrão,tinta-acrilica-acrylic-colors-acrilex-59ml-1-un,,shopify,10,deny,manual,11.50,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/tinta-acrilica-acrylic-colors-acrilex-59ml-1-un.jpg,1,Tinta Acrílica - Acrylic Colors Acrilex 59ml - 1 Un,FALSE,Tinta Acrílica - Acrylic Colors Acrilex 59ml - 1 Un | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
tinta-acrylic-colors-acrilex-estojo-com-8-bisnagas-20ml-cada,Tinta Acrylic Colors Acrilex - Estojo com 8 Bisnagas - 20ml cada,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Capacidade: 20ml</li></ul>",Acrilex,Fine Art,Fine Art,TRUE,Cor,Padrão,tinta-acrylic-colors-acrilex-estojo-com-8-bisnagas-20ml-cada,,shopify,10,deny,manual,39.90,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/tinta-acrylic-colors-acrilex-estojo-com-8-bisnagas-20ml-cada.jpg,1,Tinta Acrylic Colors Acrilex - Estojo com 8 Bisnagas - 20ml cada,FALSE,Tinta Acrylic Colors Acrilex - Estojo com 8 Bisnagas - 20ml cada | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
verniz-acrilico-fosco-acrilex-250ml,Verniz Acrílico Fosco - Acrilex 250ml,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Capacidade: 250ml</li></ul>",Acrilex,Fine Art,Fine Art,TRUE,Cor,Padrão,verniz-acrilico-fosco-acrilex-250ml,,shopify,10,deny,manual,24.90,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/verniz-acrilico-fosco-acrilex-250ml.jpg,1,Verniz Acrílico Fosco - Acrilex 250ml,FALSE,Verniz Acrílico Fosco - Acrilex 250ml | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
verniz-spray-acrilfix-fosco-acrilex-1-un,Verniz spray acrilfix (Fosco) - Acrilex 1 UN,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.</p><ul><li>Acabamento: Fosco</li></ul>",Acrilex,Sprays,Sprays,TRUE,Cor,Padrão,verniz-spray-acrilfix-fosco-acrilex-1-un,,shopify,10,deny,manual,39.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/verniz-spray-acrilfix-fosco-acrilex-1-un.jpg,1,Verniz spray acrilfix (Fosco) - Acrilex 1 UN,FALSE,Verniz spray acrilfix (Fosco) - Acrilex 1 UN | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.",kg,active
